,Class,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
0,0,51481.406139315535,-0.28122013288524195,0.05559972185395525,0.6798982337952761,0.0793717113374261,-0.25743598280365987,0.12608555497886664,-0.14355864820366,-0.029731453132585607,-0.2711861225407321,-0.009008494394814881,0.1368696474783759,0.2375658038983471,-0.1296117931506227,0.005110433404368322,0.2031296810382524,0.06981178433341202,-0.029838127175560815,-0.11243333160661134,-0.03182475457981111,0.01569154878689493,-0.059944730011216044,-0.08682713628429749,-0.039126749116174704,0.052656447451239694,0.14027955030850048,0.029902567444510045,0.017857507240548135,-0.003151831248002307,81.74312868949231
1,0,143118.9784845655,0.10462757687567897,0.1333205251700655,-0.7227738299985969,-0.1642914526199252,0.2909121412696913,-0.12823283325650134,0.010532665892142207,-0.04019632145771754,0.010489759222263776,0.018597573176239467,-0.3302745909408797,0.19337938804643703,-0.11040493670009352,-0.05087615658737129,-0.17909437124127678,0.020211187416838177,-0.05015334085004678,0.09386730506314327,0.03883144652263802,-0.12417943083050145,0.0615991087670179,0.2040538155797006,0.04480004714499099,0.04168366521796076,-0.11279203315753024,-0.0022938349275023256,-0.02625412426967159,0.01671730768306828,53.835191768007576
2,0,84567.46742209612,-0.06020112063720484,0.1602095635749763,0.8267527013409814,-0.3364565329224311,-0.3622396669727065,-0.09928105833144474,-0.2576077622387156,0.04362810543076588,0.5089957468836126,-0.4363671490076492,-0.04095387257299326,0.38543620328630745,-0.23008684728800788,-0.058339527495099276,0.5767254684844185,-0.112643418277526,-0.10642727045099162,0.11218526654258737,0.1747087618521017,-0.017361104642997116,-0.06712274502306538,-0.019298447353595687,-0.0559040825990557,-0.07242699262455171,0.23184401679763916,-0.24712963539575056,0.005943184322645224,0.0006796366634560962,34.71662889518413
3,0,35182.73889490843,-0.06930356863629474,-0.01445122962860236,0.7340471091681466,0.07332341521989591,-0.1397024489088839,0.012732005706283892,-0.1176384006810402,0.11844999485531911,-0.25550793587973963,0.09639803179414945,0.12359259456738893,0.12850065616034667,-0.1952049896087758,-0.0803073832939328,0.21745283661961026,-0.005587337108342383,-0.009704256894041184,-0.13289282695384602,-0.019538028173513064,0.026494371555848686,-0.026771581965330485,-0.0940559563492958,-0.033325910752329366,-0.02152658952881909,0.15956593408504854,0.018895495350379186,-0.008374220200758408,0.013473047138353181,64.34343445287107
4,0,113118.02660406861,1.0782854513583717,0.08624351266025052,-0.9519099048400634,-0.11232111940485127,0.42687556707198737,-0.41093017119217534,0.18955107509890445,-0.14633892950532085,0.32106867326697947,-0.004189903809859164,-0.3725010226230044,0.05289681385367762,-0.43307797647762086,0.2888665213930379,0.2975471256583725,-0.06519778383568081,-0.3619827809143979,0.1699056280112676,0.08548465691549294,-0.13660157240328633,0.16965568363599356,0.48078365782143984,0.001385135964475746,0.2218998859878921,0.05853235565303053,-0.24110726748841935,0.04332992622597817,0.0016868028179968682,24.369546165884394
5,0,163595.61478599245,0.4692685778861866,0.055071543427723677,-0.4198147472326852,-0.14508226214999986,0.16298654599591442,-0.2474234369133267,0.052570883805642024,-0.00253433207605077,0.1394540164214981,-0.08579365126741247,-0.2863233776638134,0.20844322454056433,-0.1303580823603113,-0.06051661909446553,0.015117793013521365,0.04071949907013664,-0.1930417313314614,0.1886935377838524,0.08119690676566155,-0.08096606490808515,-0.0011655653992217994,0.01706200638453302,0.0381698257811284,-0.049805285983462975,-0.13934229471643975,-0.14973610462500003,0.02617096523608948,-0.010933570125344806,52.187762645914596
6,0,2043.312749004428,-0.47620859166454205,0.366701563559562,0.9196840470639449,0.02118457327290829,-0.07762680323605578,0.04695627015199215,0.08112302806812755,-0.026613964282270936,0.0964752681601593,-0.06198563621434257,0.059272886483864556,0.289591523836255,-0.15510241107549805,-0.10625497131713141,0.3470750078749004,-0.19727472640239055,-0.027422252522111668,-0.15761631374302784,-0.004481634921912343,0.033996549532868556,0.052056379390836634,-0.08416155365498021,-0.015238373652191226,0.05774469653247015,0.06942691692031869,-0.011310605751593625,0.08013225286713144,0.0027155923332669307,55.40776892430273
7,0,134518.32614213217,0.35955618886154805,0.07807436257588828,-0.7140244457459389,-0.18579290638439072,0.4072909694781729,-0.0996583780148478,0.19924013991085904,-0.15031775997550773,-0.07077326783172581,0.0693484353851523,-0.21413322638388324,0.12233846782418135,-0.1508247271399213,-0.1064061895534263,-0.18975211692791902,-0.024970506215989875,-0.09069327879111674,0.11262740669390858,0.009590736232614232,-0.06620372377499995,0.04298333109969655,0.21280744551421318,0.009801140706852786,0.019209827923223347,-0.07165733844796957,0.008895584575000002,-0.014571989770939094,0.012905912104095208,65.59369289340101
8,0,67563.10370994963,-0.1559822311029512,-0.04544853214080936,1.167097221883726,-0.23222583062951088,-0.5089343980508432,0.38764165765362585,-0.5032054936328842,0.20810380891467134,0.02906177465615513,0.04912620912774025,-0.09447161008465432,0.0075871567521922385,-0.4527312909750421,-0.39894956660472203,-0.31770158261981485,0.20659856123161913,0.22506243243903887,-0.40421773288161855,0.18499882582352445,0.027999273107251275,-0.017216107339881992,0.180939316661973,-0.08976520378332978,0.02448247106686342,0.19771490668971342,-0.0037936165382799186,0.06013376292318711,0.005605695907695074,37.800564924114475
9,0,125475.55162523923,0.3895830885524857,-0.132815592176673,-0.5665801556487569,-0.11107864060573634,0.4018500757626188,0.0348981719505736,0.08136008423967499,-0.07667379699923509,-0.054643412507743926,0.1316118239818357,-0.2803814853242832,0.053289712650095626,-0.22694167919760994,-0.10471122472017212,-0.21551924933986633,-0.01912152404388147,-0.1156041974731357,0.04577918102189291,0.02699481291395795,-0.10024513836179,0.03740480572654552,0.18897423117896753,0.047733081979445535,-0.027080297719598457,-0.07759902821663472,-0.04287106548279159,-0.015792088798279157,-0.002735271418929252,67.72811663479926
